Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
3797977118144236288,169.79351282077,-0.28444115076,404.277924,398.234192,410.41748,400.367188,394.549408,406.149597,10033
38723395078288256,59.03748560057,13.55902043708,198.392685,198.026566,198.893372,198.409531,197.771072,199.020752,10033
39738656627501056,57.48545507359,14.50205067396,247.82872,246.642975,249.080765,247.588577,246.555481,248.934998,10033
40139531695379328,59.90137242083,15.55879679491,124.873642,124.627716,125.07991,124.790955,124.513962,125.110397,10033
44062348664673152,55.80935977114,16.63443616412,284.427551,283.484161,285.477814,284.187256,283.000366,285.408844,10033
49784688211974144,59.46484273177,18.46494097683,96.7156372,96.5809479,96.8825073,96.763092,96.6050949,96.9149704,10033
55994798604873216,51.55311516125,18.6355705347,253.503006,252.664505,254.284225,253.743179,252.589874,255.191605,10033
47908509057301120,66.23636757327,18.82735981716,488.522217,484.989838,492.439178,488.024139,484.366272,491.453979,10033
56983706234931328,54.75145293518,19.11996009779,111.03875,110.648895,111.304977,110.959236,110.606636,111.283485,10033
63206117414110848,57.06713682053,20.45948378402,85.8464584,85.7039871,85.9781647,85.8729095,85.7292175,86.0206375,10033
3795633852707093120,176.26370021831,0.00541219034,82.5998306,82.4194565,82.7805099,82.6000824,82.4023743,82.7601471,10033
65331198513957376,59.15275002923,22.47244538131,133.486465,133.27681,133.691193,133.499878,133.274796,133.75531,10033
149858216482858112,63.21824139467,24.20470934637,62.1260834,62.0147247,62.2310295,62.1317558,62.0204849,62.2236252,10033
659744295638254336,129.36256645259,18.97661800333,178.303345,175.441269,180.538544,178.428253,176.067474,180.479843,10033
600859258922054272,127.76283685687,10.84755624157,805.993164,795.708374,815.862061,807.68689,798.230774,817.011353,10033
601199802584914816,126.48820918815,11.51109203563,513.500549,510.323212,516.250977,512.675049,509.392639,515.916443,10033
3620612011248988416,208.77376236272,-5.44249461313,508.406128,503.502411,512.90387,509.235321,504.827393,514.53656,10033
1926476042681491712,355.1026126546,44.33384847092,51.438797,50.8430328,51.8764915,51.3204079,50.7617302,51.907917,10022
1372702716380418688,237.80799964338,35.65583336072,29.9623032,29.9019508,30.03685,29.9738178,29.9050255,30.0460968,10033
4810594479418041856,77.95993735022,-45.04381269936,3.93383741,3.93362713,3.9340477,3.93387246,3.93359804,3.93417645,10033
2881784280929695360,0.36209766317,39.38379417761,269.871155,268.840942,270.949341,269.862732,268.816071,270.870117,10033
6710517793025165696,284.54838263642,-47.00330940895,188.359787,187.811295,188.943802,188.204803,187.779602,188.679825,10033
