Gaiadr3_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,bp_rp,phot_g_mean_mag,azero_gspphot,ag_gspphot,ebpminrp_gspphot,teff_gspphot,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,pm,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ruwe,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_params_solved
4638853885598035968,4638853885598035968,47.14990081463922,0.011316751,-77.38332811812703,0.011783307,2.4779462481376875,0.012347071,1.1525326,11.046961,,,,,11.542075,10.389543,718062.9571044808,138.82207,330055.5131452972,192.79147,553785.0292094277,330.6106,6.30598,-4.613587545858926,0.012482807,-4.29885984179104,0.016441919,25.859058,0.20110118,0.90390563,1.4817758,,-73.54179173167982,31
4485937214320449280,4485937214320449280,263.33952880161365,0.015120841,5.700828462889867,0.01350967,13.644442515400229,0.020861909,0.72086525,8.521302,3.0E-4,2.0E-4,1.0E-4,5978.2573,8.79825,8.077385,7352344.597748946,1800.418,4131586.341001249,1059.9067,4658052.138388912,1069.4893,58.97111,-54.792911873837554,0.01793235,21.80203439164752,0.015792556,-22.616064,0.15745899,1.2251768,1.5807617,,28.965022042826497,31
2096524140211914368,2096524140211914368,280.9005712111233,0.019174535,36.55686499571175,0.021512257,7.536268103655677,0.02383957,1.2056375,5.761178,,,,,6.2837462,5.078109,9.342767688403066E7,33006.98,4.18714882346596E7,27291.512,7.377593989357638E7,143740.12,61.852715,20.945693741822787,0.024793945,58.1982481520385,0.027244437,-61.381386,0.1257925,1.1771537,1.477531,,59.342033149878546,31
610181468257262464,610181468257262464,131.93866153699258,0.015234799,16.328913917849412,0.008005741,1.932985946157219,0.017878935,0.8695612,13.467436,0.0743,0.0617,0.033,5671.698,13.819328,12.949767,77263.15894989875,11.803486,40521.492209008415,24.509516,52390.37007132955,25.323336,9.248564,-8.564920761629612,0.017812103,-3.4897074296257715,0.0141652515,52.997158,1.6739734,0.9787925,1.5438555,,-1.4901095344645674,31
2076102635879020928,2076102635879020928,299.9656615020451,0.020384517,44.16087946378129,0.025591586,1.0952942342652299,0.026537796,1.1267548,14.944888,0.3223,0.2589,0.1388,5130.157,15.424642,14.297887,19814.884525973634,6.0258904,9237.624686912626,13.687711,15135.731434103025,13.612758,7.6372647,-1.898023341316384,0.027073456,-7.397656519872022,0.030300459,,,1.3447338,1.4892461,,62.42449436245034,31
2126680651786377984,2126680651786377984,291.3978437930402,0.025429994,45.58855181512181,0.02696444,0.8710877846364921,0.028908866,1.0508766,15.895609,0.1093,0.0882,0.0468,5155.989,16.338339,15.287462,8254.73381541762,5.915488,3981.8154332269455,24.619932,6083.778704262143,14.016628,10.781713,-6.6696671676944685,0.031363353,-8.47117884507648,0.03338625,,,1.0451761,1.5019741,,66.14422879615617,31
2128525769736134016,2128525769736134016,295.0027437822575,0.01366315,46.987338250163816,0.014672465,1.4659607167037227,0.015473476,0.9455681,14.367187,0.0601,0.0492,0.0262,5364.846,14.758254,13.812686,33734.33032910671,7.0659566,17065.358838571174,19.099455,23663.767342088722,21.455368,10.709547,-9.769852394617768,0.02001613,-4.386841203563058,0.020417865,-19.485073,4.3720083,1.0919185,1.5248213,,66.46043800241203,31
2134842189160723072,2134842189160723072,295.21264717735494,0.012921361,49.56215896383598,0.014459879,0.9865174599385375,0.014003325,0.61180305,13.289562,0.0917,0.0801,0.0433,6537.1895,13.504507,12.892704,91016.84445029826,26.110868,54151.94733525027,41.747875,55217.45925963608,41.445286,7.6227055,0.02083899178159143,0.018549273,-7.622677087974308,0.017514102,-12.246925,3.0229943,1.7365991,1.6064492,,68.70651304235298,31
2053578521704124160,2053578521704124160,292.1710661916895,0.01682898,40.91623615853518,0.01848653,0.8729731711361447,0.019765954,0.93327904,15.146945,0.1572,0.1297,0.0691,5534.1455,15.53123,14.597951,16450.112562103892,4.2598224,8373.844003168175,11.082856,11480.952291922353,10.74275,17.839155,-11.460718736328062,0.022287292,-13.670675313582695,0.022875203,,,0.999412,1.5283022,,61.554635962308,31
5590415817155428224,5590415817155428224,107.83333397456441,0.009501663,-35.85051749418638,0.010910784,2.2621471327292193,0.011764888,0.5780468,11.394209,0.3343,0.2963,0.1589,7213.661,11.609891,11.031844,521510.5071844091,143.01028,310070.5366915952,162.67705,306493.0206492401,120.84403,8.19211,-4.935870500766551,0.012523967,6.538183385857468,0.014212545,19.647535,0.5604184,0.85599315,1.610867,,-57.59376645798268,31
