GaiaDR3_ID,st_age,st_ageerr1,st_ageerr2
2131621272922307968,4.07,2.97,-2.4
2131625808407771520,4.9,6.35,-3.07
2131628282308860288,7.08,1.8,-2.82
2131635154256753408,4.27,5.92,-2.46
2131643641112197888,4.47,6.15,-2.74
2131677584235170048,5.62,3.23,-3.11
2131701365472538112,4.17,2.86,-2.2
2131709921047710336,5.9,1.2,-1.2
2131729780976557952,4.9,3.32,-2.78
2131736137528127744,1.78,0.919,-0.493
2131748472674257280,3.16,1.21,-1.44
2131799084568477056,1.9,0.5,-0.4
2131804165512770176,4.47,5.91,-2.79
2131804479047342336,4.57,5.85,-2.87
2131815577243101696,4.37,6.1,-2.63
2131859244171951616,2.69,0.36,-0.678
2131860859079970176,4.27,5.7,-2.63
2131884640317332608,3.89,6.27,-2.25
2131896494426821760,4.37,5.54,-2.7
2131901682747346432,4.17,4.07,-2.49
2131910341401451264,3.98,4.07,-2.31
2131920370147385472,3.89,2.58,-2.12
2131965454422070784,4.47,6.7,-2.8
2131968065762170624,5.62,5.65,-3.3
2131968890395913344,4.47,5.91,-2.63
2132001463427986688,4.17,2.24,-2.28
2132007888699166848,3.89,6,-2.36
2132009744125068416,3.89,4.28,-2.23
2132028912560212096,3.98,6.11,-2.25
2132069598789224960,4.68,5.37,-2.96
2132086400701217792,7.47,NULL,NULL
2132114850564827008,4.27,3.13,-2.48
2132127666747169024,4.68,6.11,-2.85
2132152474478407040,2.14,4.2,-0.786
2132152916856093952,4.5,1.5,-1.5
2132155017099178624,10.6,1.5,-1.3
2132156632006693504,3.89,3.11,-2.17
2132161785967577728,3.31,5.36,-1.74
2132177282208543872,4.27,4.6,-2.6
2132178725317511936,2.57,0.35,-0.4
2132214871762396160,4.37,4.22,-2.57
2132314858600815488,5.5,5.7,-3.4
2132325200882204544,5.5,1.9,-3.01
2132623993168462464,6,4,-4
2132628489996257920,0.21,0.045,-0.045
2132652065075227648,3.89,6.13,-2.24
2132657390834750976,4.68,5.6,-3.03
2132666633603904256,2,1.29,-0.725
2132678625152847232,4.47,5.46,-2.8
2132681339572129536,4.27,5.46,-2.6
2132686356093801472,3.16,0.62,-1.1
2132699137916968576,3.2,7.5,-0.4
2132709613336959744,3.63,0.82,-0.69
2132768956905956352,0.212,0.031,-0.031
2132808608042844160,3.31,1.45,-1.62
2132885161540029952,3.8,0.8,-0.8
2132939037609090816,3.47,1.89,-1.79
2132984426823383168,3.55,3.85,-1.93
2133022669212268800,4.47,2.58,-2.42
2133035966431029376,4.57,4.72,-2.77
2133044040969963776,4.47,6.05,-2.84
2133056376115838080,4.57,3.8,-2.8
2133108190601426176,4.07,2.81,-2.27
2133127363335546112,5.75,1.4,-2.33
2133132276778226176,4.17,4.03,-2.41
2133138942567823744,3.47,1.22,-1.4
2133140076439141376,4.79,4.42,-3.06
2133150418720312832,3.8,2.06,-2.04
2133173542823321344,4.9,6.66,-3.13
2133178765503484160,3.39,0.85,-1.19
2133196151531241216,4.365,0.899,-0.899
2133215461704521088,4.79,5.98,-2.95
2133242846415831936,5.89,2.49,-3.35
2133249099888182912,5.01,5.63,-2.95
2133250405558238976,4.27,5.15,-2.57
2133259510888931456,2.63,3.31,-1.17
2133263737136893696,1.45,0.712,-0.329
2133285383772329344,2.69,0.865,-1
2133309160710350336,4.47,1.92,-2.34
2133344791759137152,3.39,2.42,-1.68
2133364308090816768,4.07,3.22,-2.34
2133369840008452224,6.89,NULL,NULL
2133394407221680256,4.37,5.75,-2.57
2133404474624835840,5.01,1.56,-2.21
2133476080319167104,3.98,5.18,-2.34
2133584309198180736,6.92,1.3,-2.36
2133609705341815680,3.02,1.57,-1.36
2133611659549905024,2.69,0.5,-0.901
2133767931937168512,5.89,3.34,-3.37
2134719834131370496,3.47,1.87,-1.73
2134725915805229952,4.37,5.89,-2.67
2134726877877965568,4.37,4.19,-2.59
2134766460297292032,4.68,6.24,-2.99
2134776218463088896,4.17,2.58,-2.41
2134798444914611712,4.9,1.4,-0.78
2134804977563800064,3.09,1.01,-1.32
2134808963293894912,4.47,5.86,-2.73
2134833427427670016,3.63,2.22,-1.95
2134837069559538176,4.37,5.94,-2.6
2134850847813263360,3.7,1.5,-3.6
2134886100904948608,1.58,0.664,-0.329
2134893660047959040,3.24,0.857,-1.28
2134894690840101376,5.01,5.06,-3.23
2134907747540447232,3.55,6.59,-2
2134932314753757312,1.48,0.644,-0.3
2134934273258874240,3.47,1.7,-1.75
2134950078738454016,3.24,2.73,-1.61
2135002576119495936,2.04,0.576,-0.586
2135008387213331456,4.47,4.89,-2.8
2135044568018500096,2.34,0.669,-0.774
2135071712211140608,3.55,2.25,-1.88
2135124213891990912,4.68,6.06,-2.76
2135175478621290624,3.8,2.97,-2.07
2135184068555793024,3.72,2,-2.02
2135220283720198528,4.17,6.16,-2.4
2135239112857020032,5.13,5.8,-3.32
2135251791600414336,3.98,3.8,-2.31
2135275362382289280,0.3,2.3,-2.3
2135275362382289280,0.7,0.5,-0.5
2135280378903961984,3.24,1.8,-1.51
2135301338343246848,2.14,1.2,-0.699
2135301441422463360,4.27,5.85,-2.52
2135314184585149696,3.8,0.96,-1.26
2135354424139022592,4.57,6.29,-2.82
2135356142125982464,4.47,6.27,-2.9
2135377135926967424,3.72,2.62,-1.96
2135398473324811392,4.27,3.25,-2.49
2135506706499750656,2.95,0.957,-1.21
2135507634212719104,5.62,3.95,-3.44
2135550652604184192,4.47,5.63,-2.81
2135594392551675520,2.57,0.49,-0.48
2136027771930903808,2.15,0.32,-0.32
2136191736602006016,7.4,1.5,-1
2136210874976312192,3.02,1.16,-1.27
2136216647412563840,4.47,5.8,-2.53
2136815881249993600,1.9,2.2,-1.3
2139082524468869248,0.75,0.55,-0.55
2139225048663855872,4.37,2.96,-2.52
2139286655674983936,3.72,6.1,-2.06
2139300262131379584,4.1,4.3,-2.8
2139306790481711232,3.89,3.93,-2.2
2139316308129355520,4.17,4.68,-2.53
2143749504651818368,3.55,1.6,-1.84
2144184945615891712,10.5,1.4,-1.4
2146576589564898688,7.93,2.07,-2.08
2151078741786155008,8.1,1.5,-1.3
2154880616774131840,6.2,2.3,-2.3
2168280502430898944,3,NULL,NULL
217334764042444288,4.8,4.1,-4.2
2185044477033336064,6.3,2.5,-1.8
2188906825165621120,0.29,0.32,-0.19
2200501793758177152,6.9,1.1,-1.1
2207199228316679808,10.1,0.05,-0.05
2216420110788943744,5,3,-4
2221164434736927360,10.7,NULL,NULL
2224458777730383616,2.39,0.45,-0.45
2226107083103120640,4.82,2.44,-1.29
2239684947894267392,4.9,1.8,-1.8
2241587416547315584,2.7,0.2,-0.2
2241743203599727744,7.3,1,-1
2245652826430109184,6.5,2.6,-2.5
2248126315275354496,8.7,NULL,NULL
2251459209896210816,6.6,NULL,NULL
2253774094189458432,0.8,NULL,NULL
2254929887069708160,7.6,1.8,-2.7
2259354802894412928,1.41,1.22,-1.11
2262322556576778752,3.2,1.9,-1.9
2263568371970517120,6.7,4.4,-4.4
2265406171296997888,1.4,0.4,-0.4
2265446887586501120,1.7,0.3,-0.3
2268372099615724288,1,NULL,NULL
2270404997834401664,7.8,4.2,-5.2
2274696151198328960,3.8,2.5,-2.1
2275130045974715904,2.7,0.3,-0.3
2281778105594488192,5.7,0.8,-0.9
2288221003213039488,1.2,1.5,-0.8
2289567870599358080,7.4,5.9,-4.8
2294170838587572736,4.8,0.7,-0.8
2296342614570999552,4.5,2.3,-1.5
2299101254886404608,2,1.2,-0.9
2299246592282070400,0.4,0.53,-0.28
2299942278201276288,6,3,-3
2300641567596591488,4.7,5.1,-3.2
2303332931542914048,1.18,0.98,-0.71
2307504062045842688,2,1.3,-0.9
2315343240650059520,0.55,0.45,-0.45
2318295979126499200,6,6.8,-5
2323985539482908416,6.78,2.93,-2.93
2327000400367097984,9.5,1.8,-1.8
2329387852426700800,4.5,NULL,NULL
2333676738050041728,5.3,1,-1
2340155679036275200,4.12,0.67,-0.67
2340919358581488768,8.47,0.78,-0.78
2343647384368388608,3.813,2.97,-2.97
2351405057377686272,6,NULL,NULL
2356241774669130880,5.3,1.6,-1.6
2358524597030794112,3.8,0.5,-0.5
2362099457224379136,1.76,0.2,-0.2
2371032916186181760,5,NULL,NULL
237640407346340736,3.65,0.92,-0.85
2385171398768647552,3.2,2.1,-3.1
2386410312150368256,3.4,0.78,-0.62
2388463203438164096,4.9,1.1,-1.1
239050153051494272,6.4,4.7,-4.4
2391838429257482496,4.586,2.487,-2.487
2398227794405981568,3.5,1.8,-1.8
2405081733281425280,4.3,3.8,-3.8
2405081733281425280,7.9,4.5,-5.2
2407507535105410944,8.7,1,-1
241035596174886016,0.075,0.005,-0.005
2413596935442139520,2.8,3.8,-1.7
2415410962124813056,4.77,0.92,-0.92
2418732758551062272,3.1,1.6,-1.3
2424621502311961344,1.93,0.93,-0.93
2446440348493043968,7,3.4,-3.2
2453680078509741056,3.9,1.6,-1.6
2493785078665571200,1.7,0.8,-0.8
2498515516990171392,3.44,0.93,-0.93
2501948402746099456,7.5,4.3,-4.6
2512326349403275520,1.816,0.274,-0.274
2512413932376364288,2.5,1.7,-1.7
2514360548993901312,5.6,3.9,-3.2
252366608956186240,1.4,0.1,-0.1
2533185974768028032,6.5,3.7,-3.1
2534388703049641472,6.1,4.8,-4.1
2535901287452166400,6.9,4.6,-4.5
255397142179844224,8.1,1.1,-1.1
2554032474712538880,7.8,4.3,-4.3
2559203924574351616,6.5,4.8,-4.3
2562569564026683520,1.17,5.72,-0.75
256580182331399296,2.6,2,-2
2584093844170270720,7.1,1.5,-1.7
2594479109451475456,5.3,2.5,-2
2594869603582993792,12.17,0.24,-0.45
2595284016771502080,0.12,NULL,NULL
2596986648798061952,7.55,0.7,-0.3
2597119620985658496,7.8,4,-4.6
2597973387468989568,10,3,-3
2603090003484152064,1,NULL,NULL
2603155390066307456,6.8,4.7,-4.5
2605161444735454464,3.5,0.5,-0.5
2630155547353593216,3.56,0.63,-0.63
2631270761382148224,5.63,1.05,-1.97
2632880927441296640,1.8,2.2,-1.3
2640121486388076032,2.9,2.2,-2.2
2641087471777046016,5.5,2.6,-2.6
2643842302456085888,5.465,4.058,-4.058
2643952940813536768,6.3,6.6,-4.7
2645940376800212096,5.5,5,-3.9
2646280705713202816,0.2,0.1,-0.1
2648914040357320576,11.9,2,-2
2657135741633337088,5.5,1.3,-1.3
2666015878575546496,0.4,0.3,-0.2
2677447294810845824,9.7,3.9,-3.9
2692455319291894400,2,NULL,NULL
2700378125204437760,11.1,1.7,-3
2726339892542980864,4.3,1.4,-1.3
2736716262948031872,0.3,0.1,-0.1
2761142326076104192,4.4,NULL,NULL
2768048564768256512,7,2.8,-2.2
277493615044741376,7.11,0.27,-0.72
2776823148594090752,2.43,1.1,-0.47
2780169409154216448,9.7,2,-1.8
2784120641627589760,0.1,0.03,-0.03
2790691147020786816,3.1,1,-0.08
2817634821194781824,10.165,1.367,-1.367
2832463659640297472,0.03,NULL,NULL
2832463659640297472,0.06,0.1,-0.03
2837047214379099904,0.15,NULL,NULL
2841043011433969152,0.5,0.7,-0.4
2862328869351558272,4.36,0.97,-0.97
2862548428079638912,3.4,1.2,-0.6
2872039996566868480,9.8,2.7,-4
2878641361300809856,0.31,0.001,-0.001
2878923523472328704,1.69,0.25,-0.25
2881820324294985856,7,2,-2
2894378838731535872,2.07,0.34,-0.34
289464440515102976,1.2,0.2,-0.2
2905983466705521792,8.6,3,-4.8
2907577758566408960,9.7,2.4,-4
2910755484609597312,9.75,2.28,-2.28
2911987212510959232,10.4,2.5,-2.5
2912264564319611136,1.4,0.6,-0.6
2913482170369046656,3.7,1.5,-1.3
2919151080524391552,1.34,0.31,-0.51
2926039005480063616,1.52,0.7,-0.7
2929750922377138816,3.8,4.6,-2.7
2930141657016297216,3.3,1.8,-1.4
2937583121652951936,2.1,1.6,-1.6
2939555954755196160,4.3,0.9,-1.3
2942084865853011712,5.4,1,-1
2951804033248308480,1.61,0.53,-0.53
2955981936912654592,3.63,0.48,-0.48
295713106830535424,0.133,0.015,-0.02
2966680597368750720,8.1,4.3,-4.3
2974906868489280768,0.053,0.022,-0.021
2980392087185289216,5,NULL,NULL
2984391358868786816,7.4,5.1,-5.1
2984582227215748864,10.9,2.9,-5.2
2986593268342544768,1.88,0.76,-0.48
2986948238799721216,2.72,0.14,-0.13
2992025233741516928,2.7,0.6,-0.5
2993561629444856960,11.2,3.4,-3.4
2993658970584498048,5.2,4.1,-3.3
2996776253547606656,1.9,1.3,-0.9
2997312063605005056,1.4,0.6,-0.7
3001428566419966592,8.4,0.9,-0.9
3010759262610139776,2.2,0.5,-0.5
3011005587574818432,2.01,0.54,-0.54
3012677738601895168,6.072,1.835,-1.835
3017365673931541376,0.007,0.003,-0.003
3020494716521521152,4.7,4.7,-2.2
3022099969137163904,4.4,4,-4
3022644120017418496,3.5,4.2,-2.4
3032656414642552192,1.1,1.3,-0.8
3034394776886475520,2.7,1.4,-0.9
30398648945512960,11,2,-2
3046327742219111808,4.7,3,-2.3
3046930579529070464,1.7,1.7,-1.1
306410392895767680,2.55,0.49,-0.25
3068540350999693952,0.115,NULL,NULL
3070964117005132416,1.2,1,-1
3073443760538892032,8,1,-1
3080104185367102592,1.27,0.28,-0.44
3085216850017388672,6.7,1.7,-2.6
3087206553745290624,2.03,0.17,-0.17
3087964941891149952,6.84,1.39,-1.39
3090083696499829376,0.102,0.0235,-0.0235
3094733088793018240,3.5,0.8,-0.5
3098404220680931968,1.85,0.34,-0.34
3101145195794755072,4.2,3.8,-3.8
3101974231859723776,1.635,1.515,-1.515
3105404467618982272,11,NULL,NULL
3107255598526406912,6.3,3.1,-3.1
3107267177757848576,1.8,0.5,-0.6
3107471240236703104,4.1,0.1,-0.5
3113201890547554432,1,1,-0.3
3120002649138831360,5,1,-1
3125611120515388800,6.9,1.4,-1.4
3126717023056016256,1.28,1.6,-0.91
3145754895088191744,6.6,2.5,-2.4
3151961363348862720,3.37,1.44,-0.27
316706322857704960,8.1,2.7,-2.5
3169225963647395712,1.73,0.47,-0.47
3179036008830848,3,2,-2
3179384931394690304,8.3,1,-1
3188967248247014784,0.95,0.59,-0.25
3210444215030339584,0.71,0.1,-0.1
3220926542276901888,9,7,-7
3222453935725951488,4,3.3,-2.5
3233785128901216128,5.7,0.9,-0.8
323386882492982144,4.67,1.45,-0.83
3241295308714904960,8.5,2,-2
3245123980001812864,5.29,1.69,-1.31
3279418602369232000,2.88,0.13,-0.13
3285426613077584384,0.65,0.1,-0.1
3291455819447952768,0.6,0.38,-0.2
3301771025223950336,2.3,0.4,-0.4
3311804515502788352,0.73,0.05,-0.052
3327980255695313792,8.4,3.24,-3.24
3330907293088717824,3.6,1.1,-1.1
3332911492327546368,5.65,3.42,-3.42
3340265717587057536,7.1,4.4,-4.8
3342228616422593664,1,0.22,-0.19
3343402074506386176,3.2,1.3,-0.8
3359074685047632640,5,3,-3
3369841304767966976,0.061,0.006,-0.006
3380479015342121600,2.16,0.29,-0.29
3383298227579280640,3.9,4.3,-2.1
338382713564401920,2.4,0.4,-0.2
3393939030531019520,3.02,0.44,-0.46
3394923127797114496,0.65,0.43,-0.37
3402980516507429888,1.64,0.3,-0.24
3406687485600728192,1.43,0.82,-0.75
3409148746676599168,3.72,3.7,-2.51
3412163401401508096,3.1,1.9,-1.4
3413793491812093824,0.12,0.64,-0.02
3417062653416093184,0.0035,0.002,-0.002
3421680597955802624,4.99,6.71,-3.55
3425691139632545152,1,NULL,NULL
3429244825638569216,7.6,2.5,-2.6
3435282862461427072,3.05,0.32,-0.32
3439633221952197120,4,NULL,NULL
3445148131761842944,4.4,3.3,-2.6
3452333199728743936,4.1,3.6,-3.6
3459372646830687104,0.008,0.004,-0.003
3460438662009633408,6.1,7,-5.5
3462511310147530752,10.84,1.28,-1.45
3464620139089832960,9.4,1.5,-1.5
3465357945752055040,9,1.9,-1.9
3476605537386300032,4.92,2.45,-1.33
348020482735930112,5,NULL,NULL
3492502001623237888,7.2,4.7,-8.1
3498553232585634816,4.3,1.1,-1.1
3507879565090229888,8.96,2.76,-3.08
3515865416826633984,5,NULL,NULL
3526198184723289472,0.14,NULL,NULL
3531943236058701824,1.5,11.3,-1.5
3533836281547278848,1.1,0.4,-0.4
3538141457982396928,4.44,0.68,-0.58
3538256769264276480,4.3,2.3,-2.3
3545653561942122368,11,5.1,-5.1
3558354604869150208,12.97,2.35,-2.35
3562427951852172288,0.5,NULL,NULL
3567602184853029760,7.54,1.3,-1.3
3574907305749250432,1.05,0.64,-0.64
3578137842709899648,7.3,1.2,-1.2
3578638842054261248,3.4,0.7,-0.7
3579426053724051584,9.8,3.4,-4.6
3579573358218514944,0.0121,0.0039,-0.0032
3580920878437938688,5.3,4.9,-3.7
3581264372742210048,9.6,3,-4.7
3582339626395387264,8.5,4.5,-2.8
3582706794559052160,8.2,4,-5
3584074376569429248,8.2,2.7,-2.1
3594183153334105216,3.68,0.078,-0.078
3596333042162818304,8.8,4,-4
359678187913760384,2.765,0.042,-0.056
3601912720075891968,3.8,3.7,-3.7
3603529272750802560,3.05,0.92,-0.99
3604866386264961792,4.9,4.8,-3.4
3607877948613218304,1.95,0.14,-0.13
3613175223837135616,8,3,-3
3616931735377523712,6.8,2.3,-2.3
3620030644476623616,5,NULL,NULL
3620325206217720320,11,2,-2
3620501712193719296,5.04,6.12,-3.59
3620612011248988416,3.7,0.4,-0.4
363012289421389056,7.41,3.06,-2.17
363314964357100800,3.71,0.68,-0.78
363702817083391232,6.1,2.6,-1.9
3643098875168270592,8.5,4,-3.4
365426679516816512,7.2,4,-4
3657653114880309248,4.2,1.1,-1.1
3663051957490779264,3.87,0.28,-0.31
3676091134604409728,0.95,0.4,-0.4
3679242575447826432,1.7,3.4,-0.9
3684934540986187776,6,4.9,-4.9
3694798019281730944,4.9,1.9,-1.7
3694842171545206656,6.5,4,-4
369669965470499456,2.4,1.6,-1.3
3698307419878650240,4.48,0.96,-0.96
3701123406596146048,6,2.6,-2.9
3719927426253118848,2.5,0.4,-0.3
3721126409323324416,7.7,1.4,-1.2
3732539683617410816,0.16,0.35,-0.06
3737308025029348608,0.5,0.3,-0.35
3738099879558957952,0.8,NULL,NULL
3751877374435102720,2.24,0.26,-0.26
37619725922094336,4.7,5.2,-3.4
3764588660860363264,6.3,2,-1.7
3767281845873242112,3.1,6.2,-0.98
3770419611540574080,4.5,4,-4
3777506754255516800,7.9,2.3,-2.2
3786035184916139136,5.7,3.3,-3.3
3791464504614567040,0.115,0.085,-0.092
3795633852707093120,1,NULL,NULL
3796072592206250624,5,NULL,NULL
3796690380302214272,6.9,4.7,-4.7
3800129201701685504,8.9,3,-3.3
3802549437248150656,2.55,1.51,-1.51
3802583419029393152,6.7,1.7,-1.6
3803004978659671040,14.9,1.7,-1.7
3803494845449564672,8.6,2.5,-3.1
3807826337147474176,8.8,1.7,-1.2
38127013099258880,6.5,1.3,-1.3
3815937670648091392,7.4,4.4,-4.2
382111248777193216,0.53,0.004,-0.004
3823126385045210880,3.61,0.86,-0.86
3830897080395058048,2.7,0.4,-0.4
385697172809355392,0.17,0.01,-0.01
3868491612036282752,5.8,1,-0.8
3868603216762016256,3,2,-2
3877070590167177344,7.53,1.3,-0.99
3895649725336884736,5.2,4.75,-2.75
3905603054348141440,3,0.8,-0.6
3924009634910406912,7.41,3.81,-2.52
3948424496764080640,8.1,4,-4
3955257343054729984,1.41,0.14,-0.14
3962403923821595264,5.9,4.9,-4
3977050728669174912,7.39,3.05,-3.05
3979511431397114752,7.4,4.5,-4.7
3980045523465047168,0.7,0.1,-0.1
3988689609004982912,0.48,0.15,-0.15
3994047048130880384,5,NULL,NULL
3997075206232885888,3.9,2.6,-2.03
4009018273332089088,11,2,-2
4021079911593673600,7.87,5,-5
402396521052843264,3.1,0.4,-0.4
4031575166693272832,1.4,0.12,-0.16
4042548116644168832,2.1,2.7,-1.5
404433018447476096,3,3.8,-2.1
4048015133392824064,0.006,NULL,NULL
4048636941542753152,7,6,-1.6
4050284898932499072,11,4,-4
4062446910648807168,1.6,0.7,-0.7
407530931116600320,7.6,4.2,-4.9
4154598526336121600,7.4,4.5,-4.9
415703635408772480,0.7,0.65,-0.65
4177560894633502720,2.5,0.7,-1
4184182737768311296,3,0.25,-0.25
4199396753205879040,4.3,4,-4
4207586980945067648,0.0051,0.0024,-0.0013
4213081309275729792,6.1,1.3,-1.3
4216036349838071424,10.2,2.5,-3.3
4216059714460162944,8.1,4,-4.8
4233021433662981760,3.8,2.6,-2.1
424427538624760576,1.35,0.35,-0.28
4255957040079935488,10.7,1,-1
4256135160951556480,6.73,2.8,-2.8
4261265619668314624,6.99,0.71,-0.71
4263427117767106816,2.2,0.6,-0.6
4263752921128319616,3,NULL,NULL
426758571995216768,4.7,3.1,-1.3
4270547520706275328,2,0.8,-0.8
4270573397890617856,5.31,2.47,-1.68
427224073427887360,1.3,0.7,-0.7
4275421969292868224,2.32,1.27,-1.27
4283597937777249408,7.2,1.5,-1
428360006379022592,0.3,0.1,-0.1
4284680029006075648,12,1.5,-1.5
4284721191974346752,4.21,2.72,-2.72
4285073581136130560,4.5,3.5,-3.5
4285511294172309504,2,1,-1
4285571629874670080,6,3,-3
4285572454508522496,3.3,2,-2
4285689616891369600,4.5,1.8,-2
4286437357841760000,8.6,1.8,-0.9
4287820848378092672,2.7,3.2,-2.7
4287832775526476800,3,NULL,NULL
430269136520563200,2.31,0.58,-0.19
4321678767076043264,3.43,0.71,-0.71
432549871529588608,7.9,3.7,-3.9
4342464209753404416,5.13,2.12,-1.33
439327501725338752,2.34,1.2,-0.8
4432401099808805888,4.28,0.68,-0.68
4439085988769170432,4,1,-1
4459907547841472128,2.41,0.81,-0.81
4474644332250439552,9,1.7,-1.7
4477300378701511296,3,3.7,-2.4
4477340334766250496,2.1,0.6,-0.5
4485937214320449280,1.25,1.1,-1.1
4524517290642206336,4.1,3.5,-2.6
4525545299652540672,8,1,-1
4531901709506539776,4.1,1.5,-1.1
4535299582687857920,2.51,0.78,-0.65
4540061704989418240,8.38,4.06,-4.06
454187981188647168,3.3,2.2,-1.7
4548496986402688384,9,4,-4
4558177980124887936,1.77,0.88,-0.68
4564566554995619072,3.97,0.75,-0.75
457317534880081152,0.27,0.09,-0.15
4575374857376398976,8.6,4.8,-4.8
4582680493669880704,9.58,1.99,-1.55
4593808272896243328,5.3,2.3,-1.9
4596481632339898240,0.6,1.4,-0.35
4597447518944594176,2,NULL,NULL
4606416269652179328,5.1,2.8,-2.8
4608935250790855296,2.2,0.1,-0.1
4609131509318715136,0.9,2.8,-0.8
4610267648427698816,3.8,5.5,-2.7
4613145315172329984,2.52,0.89,-0.82
4617759514501503616,3,1.1,-1.1
4619238087059206784,4.6,1.5,-1.5
4619939536821435904,4,2.3,-2.7
4620009665047355520,0.21,0.027,-0.027
4620574887039870720,6.7,4.9,-4.7
4620844400530949376,1.5,0.2,-0.2
4623036865373793408,2.98,1.4,-1.3
4623036865373793408,3.92,1.03,-0.98
4624979393181971328,12.82,0.73,-1.4
4632865331094140928,2.5,0.3,-0.3
4638853885598035968,2.94,0.6,-0.6
4640654168385886592,6.5,2.1,-2.1
4641274773980363520,6.4,4.4,-3.9
4641274773980363520,7.48,3.32,-3.33
4651366263526130816,1.823,0.3,-0.331
4657949756881138176,0.7,0.8,-0.5
4665704096987467776,3.73,0.62,-0.62
4668163021600295552,3.2,0.9,-0.9
4670023700215616768,4.802,0.619,-0.619
4672607178880426624,8,2.5,-2.5
4673947174316727040,3.8,3.7,-3.7
4675222436007028608,6.56,1.94,-1.94
4675576135153914368,6.2,0.5,-0.5
4679529738448820608,9.8,2.5,-3
4680527991927519744,4.9,1.2,-1.1
4680773217379728128,4.508,0.788,-0.788
4683737294569921664,6.8,2.9,-2.5
4684205720883329920,1.31,0.34,-0.47
4684513614202233728,4.7,2.7,-2
4697508196671120000,1.2,0.7,-0.7
4698692748651744128,6.8,4.4,-4.1
4699702272124241152,9.4,5.8,-5.8
470650560779277952,0.97,0.36,-0.29
4707634458245031552,4.51,0.5,-0.5
4710594412266148352,3.2,3.8,-1.5
471536354830504448,5.5,1.2,-1
4715813347286590080,5.7,1.7,-1.7
4724771790072689664,6.1,4.7,-4.7
4727755005637190016,1.79,0.91,-0.73
4728513943538448512,0.4,0.1,-0.1
47316005432912256,0.017,NULL,NULL
4733035238430992768,2.6,1.2,-1.2
474143193821024256,6,1.1,-1.1
4743692151804240896,7.2,4.8,-4.8
4758877919212831104,4.5,NULL,NULL
4758931211166869632,3.99,4.3,-2.6
4762582895440787712,0.8,1.2,-0.6
4781553628548774656,6,1.3,-1.3
4783664690873269888,5.9,5,-4.2
4785886941312921344,1.1,0.9,-1
4799563663371481344,2.5,0.5,-0.5
4816462091938129408,6.39,1.93,-1.6
4819647205326045824,9.97,2.58,-2.58
4822916912388338176,7,2,-2
4837286842168217088,0.7,NULL,NULL
4840050395924931968,4.01,2.892,-2.892
4844691297067063424,0.12,NULL,NULL
4847732649308331648,5.3,1.1,-1.1
4848140361962951552,7,0.5,-0.5
4848767461548943104,2.5,1,-1
4851398799032507776,0.5,NULL,NULL
4859136199796131200,2.7,6.8,-2.7
4864160624337973248,7,2,-3
4864759888238232320,3.4,0.95,-0.95
4870809920906672384,2.5,1.4,-1.5
4873225513593736960,9.22,1.41,-1.4
4873830691665395584,3.28,4.23,-3.56
4875693023844840448,9.77,0.25,-0.54
4877426575724467456,4.6,8.7,-4
4877544322252002048,2.1,1,-1
4880032624440826112,4.8,4,-4
4886243456388510720,7.2,2.2,-3.1
4886825544715697792,10.29,1.57,-1.48
4890849134501995392,8.9,0.31,-0.41
4890874702443960832,6.14,0.3,-0.3
4891362198412001408,10.3,1.1,-1.1
4895489043507741440,0.57,0.14,-0.14
4899428146994060800,3.6,2.6,-1.9
490410811948906752,2,0.4,-0.4
4904279261014267648,3.02,0.11,-0.11
4904523077718046720,7.7,2.7,-2.7
4906145613282734208,2.3,1.2,-1.2
4910452812646300544,2.9,0.7,-0.7
4912580642524184960,1.4,0.9,-0.9
4919770108539385472,10.5,1.4,-2
4919771654727611008,3,3.4,-2.1
4923860051276772608,4.1,4.3,-2.8
4955371367334610048,1.57,1.4,-0.94
4963614887043956096,0.035,0.005,-0.005
4968289907406396160,7.5,1.7,-2.8
4973621989046219008,5.5,3.1,-3.1
497653157602636928,5.83,2.58,-2.58
497750842338402560,2.1,1.3,-1
4990044668377961984,8,26,-8
4999067471248893952,8.07,4.12,-4.12
5001098681543159040,7,4,-4
5019835424832215424,0.8,NULL,NULL
502835190261902464,0.113,0.015,-0.015
5040416186560252416,0.12,0.01,-0.01
5044029491007060608,9,3,-3
5048310370810634624,8.5,3,-3
5049575943053753088,6.3,4.7,-4.7
5057924844082070016,6.8,2.5,-2
5064574724769475968,2,0.6,-0.6
5068777809824976256,9.6,3.8,-3.9
5078704372599743104,4.1,2.7,-2.7
5082914338199586560,14.9,3.3,-4.3
5094406193214399616,2.5,1.5,-1.1
5097529733950580736,5.9,1.7,-1.7
5098036746249924224,5.5,3,-3
5110565749968529024,1.2,1,-0.8
5124636303346779008,4,9.5,-2.8
5124636303346779008,6.2,4.7,-4.7
5137855525488932864,2.5,0.9,-0.9
5140454049422547200,6,2.4,-2.3
515574853541230720,2.9,0.4,-0.4
5164707970261890560,0.6,0.2,-0.2
5172202413314737152,7.71,1.45,-1.46
5178405479961698048,6.2,4,-3.5
5183875103632956032,0.022,0.006,-0.006
51886335968692480,0.02,0.01,-0.01
51914888911355776,0.025,0.025,-0.01
5192364501633274880,2.6,0.2,-0.2
5197568146570178176,3.88,0.82,-0.54
5201128124701636864,0.003,NULL,NULL
5201175987817179136,0.002,NULL,NULL
5201360671411974912,0.002,0.002,-0.002
5213167330349528064,0.475,0.325,-0.325
